mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
LGA40150,Local Government Area (LGA),Adelaide Plains,2023,Males,21,"5,674",370.1,376.6,0.62,11,52.4,,232,43.3,7,63.6,,74.5
SA340504,Statistical Area Level 3 (SA3),Yorke Peninsula,2019,Males,168,"13,530",1241.7,652.6,1.06,54,32.1,266.7,700,59.0,35,64.8,166.6,80.8
PHN501,Primary Health Network (PHN),Perth North,2020,Persons,"5,631","1,120,380",502.6,424.3,0.86,"1,924",34.2,160.0,"31,211",29.7,"1,013",52.7,86.7,82.0
LGA12390,Local Government Area (LGA),Dubbo Regional,2022,Females,240,"27,962",859.1,562.9,1.22,76,31.8,242.1,"1,111",43.7,33,42.7,96.3,83.6
SA4124,Statistical Area Level 4 (SA4),Sydney - Outer West and Blue Mountains,2023,Persons,"2,166","341,179",634.9,546.4,1.07,803,37.1,213.5,"12,221",38.4,369,46.0,99.5,79.9
SA310804,Statistical Area Level 3 (SA3),Port Macquarie,2022,Females,554,"45,496",1217.7,513.8,1.11,121,21.8,195.9,"1,718",44.2,63,52.1,106.9,86.3
LGA52310,Local Government Area (LGA),Cuballing,2020,Persons,6,911,709.2,,,1,,,22,26.0,1,,,
LGA62610,Local Government Area (LGA),Glenorchy,2023,Persons,508,"50,780",1000.2,717.5,1.4,172,33.8,320.5,"2,607",56.1,87,50.6,163.0,81.3
LGA15850,Local Government Area (LGA),Narromine,2019,Males,38,"3,322",1156.6,852.4,1.38,19,48.7,,227,74.7,15,78.9,,75.3
REM3,Remoteness area,Outer Regional Australia,2023,Persons,"18,025","2,117,625",851.2,576.5,1.12,"6,601",36.6,246.3,"99,434",51.5,"3,306",50.1,128.9,80.0
LGA59170,Local Government Area (LGA),Williams,2023,Persons,9,"1,061",853.5,,,2,,,41,42.5,1,,,
SA4121,Statistical Area Level 4 (SA4),Sydney - North Sydney and Hornsby,2022,Females,"1,309","219,450",596.5,345.1,0.75,243,18.6,97.2,"3,625",18.2,105,43.2,42.9,88.0
LGA56860,Local Government Area (LGA),Nungarin,2023,Males,1,138,931.9,,,1,,,6,44.8,0,,,
LGA52030,Local Government Area (LGA),Coorow,2020,Females,3,479,679.5,,,2,,,19,43.4,1,,,
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2019,Males,220,"25,499",862.8,656.2,1.06,90,40.9,284.9,"1,371",58.0,49,54.4,163.2,78.2
LGA22410,Local Government Area (LGA),Glenelg,2023,Persons,214,"20,029",1068.8,559.9,1.09,59,27.6,200.2,780,43.9,31,52.6,112.2,82.7
LGA11800,Local Government Area (LGA),Coffs Harbour,2020,Males,374,"38,226",978.6,659.7,1.13,149,39.7,303.7,"2,123",60.9,66,44.4,139.6,79.5
LGA54760,Local Government Area (LGA),Kulin,2020,Males,3,421,734.7,,,2,,,32,80.7,1,,,
LGA33200,Local Government Area (LGA),Flinders (Qld),2021,Persons,10,"1,512",671.4,,,5,52.4,,71,50.4,3,,,74.5
SA4116,Statistical Area Level 4 (SA4),Sydney - Blacktown,2023,Females,851,"214,719",396.3,430.1,1.0,270,31.7,134.7,"4,237",20.7,123,45.6,60.9,81.8
SA310804,Statistical Area Level 3 (SA3),Port Macquarie,2023,Males,563,"43,486",1294.7,650.8,1.08,187,33.2,310.8,"2,357",62.9,81,43.3,141.6,80.8
SA330801,Statistical Area Level 3 (SA3),Central Highlands (Qld),2022,Females,35,"14,168",247.0,309.1,0.67,19,54.3,,390,28.6,10,52.6,,72.5
SA321102,Statistical Area Level 3 (SA3),Manningham - East,2020,Persons,173,"27,072",639.0,381.8,0.78,32,18.5,87.5,343,13.9,14,43.8,,86.7
SA311902,Statistical Area Level 3 (SA3),Canterbury,2023,Females,367,"70,319",521.9,351.9,0.82,86,23.4,118.9,"1,547",23.9,36,41.9,51.9,85.2
LGA33100,Local Government Area (LGA),Etheridge,2022,Males,2,370,585.9,,,2,,,32,94.2,1,,,
SA331202,Statistical Area Level 3 (SA3),Mackay,2020,Females,301,"59,883",502.6,423.4,1.03,90,29.9,139.8,"1,623",28.9,42,46.7,66.8,82.7
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2020,Males,453,"87,612",517.1,630.3,1.08,249,55.0,280.7,"4,185",49.8,117,47.0,137.0,73.8
SEG1,Socioeconomic group,Quintile 1 (lowest),2020,Persons,"39,243","5,161,516",760.3,585.7,1.19,"15,214",38.8,264.9,"251,281",52.6,"7,744",50.9,138.8,79.7
SA4309,Statistical Area Level 4 (SA4),Gold Coast,2019,Persons,"3,836","629,955",608.9,474.5,0.91,"1,274",33.2,175.9,"18,710",32.0,619,48.6,88.5,81.5
LGA32080,Local Government Area (LGA),Cairns,2019,Persons,983,"167,145",588.3,586.6,1.12,469,47.7,254.1,"8,174",51.5,259,55.3,144.2,76.0
LGA59170,Local Government Area (LGA),Williams,2023,Males,6,542,1049.0,,,1,,,26,52.7,1,,,
LGA24130,Local Government Area (LGA),Macedon Ranges,2021,Males,164,"25,504",642.7,542.3,0.91,54,32.9,171.2,869,36.7,24,44.4,83.6,80.2
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2019,Females,115,"27,968",411.2,293.2,0.67,24,20.9,79.3,427,16.5,12,50.0,,84.6
GCC3RQLD,Greater Capital City Statistical Areas (GCCSA),Rest of Qld,2020,Persons,"17,743","2,620,234",677.2,511.0,1.04,"6,493",36.6,207.8,"102,813",42.5,"3,254",50.1,108.6,80.3
SA310802,Statistical Area Level 3 (SA3),Kempsey - Nambucca,2022,Females,300,"25,864",1159.9,558.8,1.21,75,25.0,199.0,983,43.3,31,41.3,81.4,85.0
SA4115,Statistical Area Level 4 (SA4),Sydney - Baulkham Hills and Hawkesbury,2023,Males,738,"139,187",530.2,468.2,0.77,221,29.9,148.9,"3,683",28.3,90,40.7,61.6,81.2
SA350606,Statistical Area Level 3 (SA3),Serpentine - Jarrahdale,2023,Males,75,"18,531",404.7,544.8,0.9,41,54.7,241.5,861,48.4,22,53.7,128.6,74.1
SA330306,Statistical Area Level 3 (SA3),Sunnybank,2023,Males,141,"26,709",527.9,535.5,0.89,47,33.3,183.6,793,31.5,33,70.2,128.9,82.5
LGA10180,Local Government Area (LGA),Armidale Regional,2021,Males,116,"14,231",816.6,672.2,1.13,45,39.0,315.9,818,62.3,25,54.9,179.8,77.6
LGA26890,Local Government Area (LGA),West Wimmera,2019,Females,22,"1,966",1101.9,470.5,1.08,5,21.2,,62,36.2,4,,,85.3
LGA12730,Local Government Area (LGA),Edward River,2019,Persons,111,"8,656",1280.1,688.1,1.32,34,30.8,299.5,517,67.6,18,51.7,,80.9
LGA20110,Local Government Area (LGA),Alpine,2019,Females,68,"6,471",1048.7,532.6,1.22,16,24.3,,261,45.4,8,47.1,,88.8
LGA16260,Local Government Area (LGA),Parramatta,2021,Persons,"1,193","258,531",461.6,451.7,0.89,389,32.6,160.9,"6,748",27.6,177,45.4,72.4,82.3
LGA20260,Local Government Area (LGA),Ararat,2020,Males,51,"6,291",806.6,525.5,0.9,18,36.2,,256,44.6,13,72.4,,79.9
SA330102,Statistical Area Level 3 (SA3),Cleveland - Stradbroke,2022,Males,459,"47,409",968.2,629.4,0.97,148,32.2,239.8,"2,165",50.5,71,48.0,125.4,80.4
SA4602,Statistical Area Level 4 (SA4),Launceston and North East,2022,Persons,"1,462","155,541",939.9,586.4,1.07,478,32.7,235.1,"6,709",47.8,239,50.0,121.3,81.0
LGA47700,Local Government Area (LGA),Tea Tree Gully,2019,Males,327,"49,526",660.0,510.9,0.83,109,33.2,187.9,"1,634",35.7,57,52.3,103.6,80.3
SEG2,Socioeconomic group,Quintile 2,2023,Females,"20,332","2,662,962",763.5,471.6,1.09,"5,269",25.9,166.6,"76,901",31.8,"2,389",45.3,77.9,84.5
LGA15850,Local Government Area (LGA),Narromine,2023,Females,30,"3,167",933.1,531.6,1.23,11,36.7,,101,36.2,5,45.5,,82.3
LGA41330,Local Government Area (LGA),Coober Pedy,2023,Males,17,905,1878.5,,,8,47.1,,164,218.1,1,,,75.5
LGA32080,Local Government Area (LGA),Cairns,2021,Males,607,"83,954",723.4,698.8,1.17,294,48.5,308.7,"5,132",64.7,125,42.3,136.2,75.5
LGA45400,Local Government Area (LGA),Orroroo Carrieton,2021,Females,6,436,1334.9,,,1,,,14,36.2,1,,,
SA330601,Statistical Area Level 3 (SA3),Cairns - North,2022,Persons,356,"59,912",594.2,561.5,1.02,152,42.7,205.9,"2,134",37.8,74,48.7,102.0,77.8
LGA55600,Local Government Area (LGA),Moora,2020,Females,5,"1,160",441.7,,,3,,,30,28.5,2,,,
LGA18050,Local Government Area (LGA),Waverley,2021,Males,159,"33,943",468.4,468.7,0.79,46,28.9,145.4,771,24.0,19,41.3,,81.9
LGA21450,Local Government Area (LGA),Cardinia,2022,Persons,595,"123,189",482.9,509.3,0.93,222,37.2,190.6,"3,443",29.5,108,48.6,93.0,79.9
SA350301,Statistical Area Level 3 (SA3),Cottesloe - Claremont,2023,Females,266,"39,569",672.2,344.1,0.8,46,17.3,101.5,655,18.6,15,32.6,,86.4
SA4402,Statistical Area Level 4 (SA4),Adelaide - North,2022,Males,"1,752","232,135",754.7,678.4,1.05,682,38.9,284.1,"10,572",48.6,317,46.5,133.8,79.2
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2022,Persons,130,"11,415",1137.1,553.8,1.01,33,25.4,217.6,501,50.7,19,57.6,,84.0
LGA20260,Local Government Area (LGA),Ararat,2023,Females,72,"5,528",1300.3,632.8,1.47,20,28.2,246.6,215,44.4,8,39.7,,84.2
SA331904,Statistical Area Level 3 (SA3),Hervey Bay,2019,Persons,696,"61,498",1131.7,575.0,1.1,218,31.3,226.9,"2,738",50.8,107,49.1,122.1,80.6
LGA52940,Local Government Area (LGA),Dowerin,2022,Males,4,378,1021.9,,,2,,,28,83.9,1,,,
SA4216,Statistical Area Level 4 (SA4),Shepparton,2019,Persons,"1,237","135,916",910.1,559.5,1.07,381,30.8,226.3,"5,226",42.5,206,54.1,128.5,83.1
LGA50350,Local Government Area (LGA),Bassendean,2023,Persons,144,"16,914",851.4,600.9,1.17,38,26.4,197.3,648,41.7,22,57.9,115.9,83.7
LGA73600,Local Government Area (LGA),Roper Gulf,2023,Persons,69,"7,499",922.0,,,66,95.6,,"1,774",240.6,47,71.2,,53.8
LGA27350,Local Government Area (LGA),Yarra,2021,Persons,382,"91,524",417.4,447.8,0.88,176,46.1,209.9,"2,916",33.5,75,42.7,90.9,77.1
LGA24900,Local Government Area (LGA),Moira,2019,Males,178,"15,128",1176.6,678.4,1.1,65,36.5,324.8,844,62.7,36,55.4,191.4,81.5
LGA57350,Local Government Area (LGA),Quairading,2020,Females,5,485,1103.5,,,1,,,7,17.1,1,,,
LGA50560,Local Government Area (LGA),Beverley,2023,Persons,16,"1,757",912.5,,,6,36.7,,86,57.5,3,,,78.8
LGA42600,Local Government Area (LGA),Holdfast Bay,2020,Persons,319,"37,746",844.5,406.2,0.83,89,27.8,158.6,"1,045",31.4,34,38.7,64.6,84.1
LGA54830,Local Government Area (LGA),Kwinana,2022,Persons,214,"49,542",432.0,577.0,1.05,99,46.3,227.1,"2,086",43.7,60,60.6,135.5,76.7
SA320901,Statistical Area Level 3 (SA3),Banyule,2021,Males,433,"62,250",695.6,522.4,0.87,133,30.7,187.7,"2,056",35.7,62,46.6,90.3,83.1
LGA36070,Local Government Area (LGA),Pormpuraaw,2022,Females,0,319,,,,,,,,,,,,
GCC7RNTE,Greater Capital City Statistical Areas (GCCSA),Rest of NT,2022,Females,284,"50,691",560.3,893.9,1.94,206,72.5,467.9,"4,822",97.1,131,63.6,293.2,63.6
GCC8ACTE,Greater Capital City Statistical Areas (GCCSA),Australian Capital Territory,2023,Males,"1,248","230,321",541.9,559.9,0.93,428,34.3,198.8,"8,209",37.7,204,47.7,94.1,80.1
SA321301,Statistical Area Level 3 (SA3),Brimbank,2023,Males,667,"94,376",706.7,633.9,1.05,272,40.8,269.2,"4,650",52.6,147,54.0,152.5,78.3
SA340304,Statistical Area Level 3 (SA3),Onkaparinga,2022,Females,694,"91,981",754.5,470.7,1.02,188,27.1,164.4,"2,873",34.4,91,48.4,81.9,84.4
LGA50910,Local Government Area (LGA),Brookton,2023,Females,5,468,970.9,,,1,,,23,55.6,0,,,
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2022,Females,290,"76,529",378.9,533.1,1.16,100,34.5,146.8,"1,588",21.5,41,41.0,59.6,81.0
GCC8ACTE,Greater Capital City Statistical Areas (GCCSA),Australian Capital Territory,2020,Males,"1,095","219,576",498.7,546.2,0.94,426,38.9,200.7,"7,398",35.4,230,54.0,108.6,79.0
SA4303,Statistical Area Level 4 (SA4),Brisbane - South,2020,Persons,"1,846","376,879",489.8,455.4,0.93,566,30.7,158.6,"10,123",28.5,304,53.7,85.9,83.4
LGA10180,Local Government Area (LGA),Armidale Regional,2023,Females,114,"15,236",748.5,448.6,1.04,29,25.1,165.9,426,31.1,14,49.6,,83.9
LGA72200,Local Government Area (LGA),Katherine,2023,Females,38,"5,231",725.1,1002.0,2.32,28,73.7,633.7,543,106.8,17,60.7,,66.0
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2023,Females,119,"29,007",410.2,266.9,0.62,20,16.8,65.0,360,13.5,10,50.0,,86.3
LGA52520,Local Government Area (LGA),Dalwallinu,2022,Females,4,697,615.9,,,1,,,13,20.5,1,,,
PHN305,Primary Health Network (PHN),Western Queensland,2020,Persons,423,"63,497",666.1,674.6,1.37,194,45.8,290.1,"3,447",57.2,106,54.6,160.1,77.1
LGA53220,Local Government Area (LGA),East Pilbara,2022,Males,14,"6,596",218.5,,,14,100.0,,304,46.4,12,80.1,,56.4
LGA25060,Local Government Area (LGA),Moonee Valley,2019,Persons,727,"126,405",575.1,402.0,0.77,193,26.5,144.9,"3,093",26.5,92,47.7,69.4,85.2
LGA18020,Local Government Area (LGA),Warrumbungle Shire,2020,Persons,108,"9,277",1161.1,623.4,1.27,37,34.6,288.0,547,66.6,23,62.4,192.6,82.5
LGA14400,Local Government Area (LGA),Kiama,2021,Persons,171,"22,974",742.6,360.0,0.71,32,18.9,90.6,394,19.4,11,34.3,,86.3
LGA36630,Local Government Area (LGA),South Burnett,2023,Persons,329,"34,325",959.6,587.6,1.15,127,38.4,285.6,"2,097",68.8,73,58.0,173.5,78.2
SA330502,Statistical Area Level 3 (SA3),Brisbane Inner - East,2020,Females,74,"22,997",321.8,368.0,0.9,28,37.8,145.1,470,21.3,16,57.1,,83.0
SA321003,Statistical Area Level 3 (SA3),Moreland - North,2022,Persons,758,"81,792",926.7,605.6,1.1,151,19.9,212.4,"2,433",32.3,67,44.4,92.9,86.9
LGA53010,Local Government Area (LGA),Dumbleyung,2023,Persons,4,708,551.1,,,2,,,34,52.5,1,,,
SA4301,Statistical Area Level 4 (SA4),Brisbane - East,2019,Females,859,"122,080",703.6,466.6,1.07,231,26.9,156.2,"3,579",31.9,109,47.2,75.6,84.6
LGA25340,Local Government Area (LGA),Mornington Peninsula,2020,Males,732,"82,723",884.9,493.7,0.85,221,30.2,203.0,"3,228",44.0,119,53.8,113.0,82.1
SA331905,Statistical Area Level 3 (SA3),Maryborough,2021,Females,185,"23,616",783.4,440.4,1.03,77,41.6,217.6,"1,086",51.5,38,49.4,114.9,80.5
SA330905,Statistical Area Level 3 (SA3),Mudgeeraba - Tallebudgera,2021,Males,100,"17,854",560.1,575.9,0.96,37,37.0,194.0,567,33.6,22,59.5,116.3,80.0
SA321002,Statistical Area Level 3 (SA3),Macedon Ranges,2020,Persons,136,"32,835",414.2,389.0,0.79,54,39.7,135.1,843,27.3,26,48.1,67.1,78.0
SA4901,Statistical Area Level 4 (SA4),Other Territories,2020,Females,6,"2,252",266.4,,,1,,,2,1.0,0,,,
SA331304,Statistical Area Level 3 (SA3),Narangba - Burpengary,2020,Males,204,"34,185",596.8,604.7,1.04,89,43.6,240.3,"1,734",53.6,45,50.6,125.0,77.8
PHN206,Primary Health Network (PHN),Western Victoria,2019,Persons,"5,619","667,192",842.2,557.4,1.07,"1,780",31.7,220.5,"26,765",43.8,882,49.6,113.4,82.5
SA340201,Statistical Area Level 3 (SA3),Gawler - Two Wells,2019,Persons,267,"36,656",728.4,534.8,1.02,95,35.6,233.3,"1,526",45.2,38,40.0,97.7,80.6
SA351002,Statistical Area Level 3 (SA3),East Pilbara,2020,Persons,68,"26,648",255.2,,,59,86.8,,"1,680",63.5,39,66.1,,53.0
LGA70700,Local Government Area (LGA),Coomalie,2021,Females,3,654,413.2,,,2,,,34,53.2,1,,,
LGA15050,Local Government Area (LGA),Maitland,2022,Males,300,"46,076",650.5,647.0,1.0,124,41.3,266.2,"2,039",47.0,60,48.5,128.6,78.0
LGA36720,Local Government Area (LGA),Sunshine Coast,2023,Males,"1,453","176,682",822.5,541.8,0.9,464,31.9,215.0,"7,130",44.6,221,47.7,108.5,81.5
LGA53220,Local Government Area (LGA),East Pilbara,2020,Females,8,"3,811",199.7,,,7,,,250,65.8,6,,,
SA330402,Statistical Area Level 3 (SA3),Kenmore - Brookfield - Moggill,2020,Males,148,"24,113",613.8,492.9,0.85,45,30.4,169.0,812,36.2,19,42.2,,81.8
LGA56730,Local Government Area (LGA),Northam,2023,Females,51,"5,994",850.9,544.6,1.26,18,35.3,,231,42.4,11,61.1,,80.5
LGA53920,Local Government Area (LGA),Halls Creek,2021,Females,10,"2,024",490.2,,,7,,,178,89.0,5,,,53.5
LGA52170,Local Government Area (LGA),Cottesloe,2021,Females,24,"4,139",570.4,311.3,0.73,6,26.5,,95,25.7,4,,,91.8
SA350503,Statistical Area Level 3 (SA3),Wanneroo,2022,Females,454,"111,033",408.9,395.3,0.86,137,30.2,123.6,"2,142",20.4,68,49.6,61.8,82.9
LGA33960,Local Government Area (LGA),Ipswich,2022,Persons,"1,411","242,692",581.3,661.6,1.21,638,45.2,286.9,"11,133",48.1,315,49.4,141.5,76.9
LGA18100,Local Government Area (LGA),Weddin,2020,Persons,35,"3,618",971.8,445.6,0.91,13,37.1,,144,45.9,7,53.8,,80.5
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2019,Persons,517,"47,567",1086.9,591.1,1.13,188,36.4,279.5,"2,613",62.4,83,44.1,134.9,80.7
LGA54200,Local Government Area (LGA),Kalamunda,2021,Males,189,"30,349",622.8,487.0,0.82,70,37.0,198.7,"1,046",37.2,41,58.6,120.6,79.9
LGA11520,Local Government Area (LGA),Canada Bay,2021,Males,254,"43,426",585.9,472.4,0.79,82,32.2,177.7,"1,483",36.7,37,45.2,82.0,82.5
LGA20660,Local Government Area (LGA),Banyule,2022,Males,551,"62,172",886.3,667.9,1.03,185,33.6,269.2,"2,957",51.6,85,45.9,127.1,81.8
LGA35740,Local Government Area (LGA),Noosa,2020,Persons,429,"56,688",756.9,431.8,0.88,137,31.9,166.9,"1,834",36.2,60,44.2,80.7,80.7
LGA43080,Local Government Area (LGA),Karoonda East Murray,2022,Females,6,481,1207.1,,,2,,,34,81.0,0,,,
SA331601,Statistical Area Level 3 (SA3),Buderim,2019,Males,191,"27,907",684.4,503.4,0.81,60,31.4,205.6,"1,266",49.4,38,63.3,135.5,81.9
LGA32260,Local Government Area (LGA),Cassowary Coast,2020,Males,153,"15,223",1007.6,700.6,1.2,64,41.6,322.9,937,67.4,36,56.5,181.3,78.2
SA312302,Statistical Area Level 3 (SA3),Campbelltown (NSW),2023,Males,541,"92,194",586.8,667.8,1.1,270,49.9,295.6,"4,430",50.4,148,54.8,161.7,75.0
LGA52310,Local Government Area (LGA),Cuballing,2023,Males,5,475,1049.0,,,1,,,23,52.7,1,,,
LGA59370,Local Government Area (LGA),York,2021,Females,15,"1,763",877.9,,,3,21.7,,31,20.2,1,,,85.5
LGA52100,Local Government Area (LGA),Corrigin,2019,Females,5,498,1027.4,,,1,,,6,14.1,0,,,
LGA10470,Local Government Area (LGA),Bathurst Regional,2021,Males,175,"22,161",789.6,666.6,1.12,83,47.1,333.8,"1,434",69.5,48,58.5,199.1,76.4
LGA44620,Local Government Area (LGA),Mount Gambier,2022,Females,136,"14,101",961.3,533.6,1.16,28,20.8,168.2,470,37.2,13,45.2,,84.5
LGA40220,Local Government Area (LGA),Alexandrina,2020,Males,131,"14,018",932.7,485.9,0.83,43,32.6,201.6,544,44.6,18,42.8,,81.5
LGA34590,Local Government Area (LGA),Logan,2021,Persons,"1,885","350,673",537.5,575.0,1.13,824,43.7,232.5,"14,122",42.4,435,52.8,124.1,77.2
LGA59360,Local Government Area (LGA),Yilgarn,2022,Females,3,527,599.7,,,1,,,23,48.1,0,,,
LGA40520,Local Government Area (LGA),Berri Barmera,2019,Persons,123,"10,804",1141.5,648.3,1.24,41,33.0,265.7,501,51.2,17,41.5,,82.5
LGA56300,Local Government Area (LGA),Nannup,2021,Females,4,776,541.0,,,2,,,24,33.9,1,,,
SA350301,Statistical Area Level 3 (SA3),Cottesloe - Claremont,2021,Males,212,"36,349",583.2,370.9,0.62,47,22.2,108.7,705,21.3,21,44.7,51.3,84.6
SA331203,Statistical Area Level 3 (SA3),Whitsunday,2022,Persons,149,"24,238",614.7,605.8,1.1,72,48.3,247.8,"1,110",48.3,36,50.0,128.3,75.8
LGA45540,Local Government Area (LGA),Peterborough,2021,Persons,20,"1,674",1193.3,,,6,29.2,,65,44.3,2,,,83.5
LGA47980,Local Government Area (LGA),Unley,2020,Persons,397,"39,465",1006.0,485.2,0.99,63,15.9,130.1,833,23.5,31,49.2,69.7,88.9
SA380105,Statistical Area Level 3 (SA3),North Canberra,2023,Males,155,"32,024",484.0,591.9,0.98,60,38.7,232.9,"1,013",33.1,27,45.0,103.0,80.4
SA340205,Statistical Area Level 3 (SA3),Tea Tree Gully,2019,Males,314,"47,270",664.3,509.7,0.83,103,32.8,186.3,"1,565",35.8,55,53.4,104.5,80.3
LGA51120,Local Government Area (LGA),Bruce Rock,2021,Males,6,530,1145.0,,,2,,,28,58.2,1,,,
SA312504,Statistical Area Level 3 (SA3),Parramatta,2023,Persons,847,"159,235",531.9,541.0,1.06,259,30.6,191.5,"3,921",26.1,120,46.3,86.9,82.1
LGA30450,Local Government Area (LGA),Barcoo,2021,Males,2,157,1020.4,,,0,,,5,36.6,0,,,
LGA46300,Local Government Area (LGA),Port Lincoln,2019,Females,50,"7,242",695.5,409.6,0.94,9,17.5,,95,14.5,5,,,86.5
LGA21180,Local Government Area (LGA),Brimbank,2023,Females,559,"97,454",573.6,398.8,0.92,152,27.2,139.3,"2,511",28.1,70,46.1,65.8,83.8
SA4502,Statistical Area Level 4 (SA4),Mandurah,2023,Males,547,"57,453",952.1,563.8,0.93,210,38.4,296.1,"3,045",60.3,101,48.1,157.1,79.0
SA330804,Statistical Area Level 3 (SA3),Biloela,2023,Females,47,"7,231",650.0,462.4,1.07,11,23.4,,188,28.2,4,36.4,,84.9
LGA18020,Local Government Area (LGA),Warrumbungle Shire,2019,Persons,122,"9,297",1307.9,701.7,1.34,43,35.7,310.5,531,64.3,19,44.0,,79.5
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2019,Persons,648,,,,,,,,,,,,,
LGA54410,Local Government Area (LGA),Kellerberrin,2021,Persons,10,"1,166",846.2,,,3,,,75,71.9,2,,,82.3
LGA36580,Local Government Area (LGA),Somerset,2022,Males,131,"13,091",1000.9,742.7,1.15,58,44.3,307.7,727,60.7,35,60.3,198.1,75.9
LGA17950,Local Government Area (LGA),Warren,2020,Females,7,"1,305",537.8,,,3,,,77,67.7,1,,,
LGA55810,Local Government Area (LGA),Mount Magnet,2021,Males,3,434,723.2,,,2,,,23,55.6,1,,,
LGA20660,Local Government Area (LGA),Banyule,2020,Persons,882,"130,294",676.9,452.5,0.92,233,26.4,157.3,"3,496",29.2,115,49.4,78.7,84.9
SA4314,Statistical Area Level 4 (SA4),Moreton Bay - South,2019,Persons,901,"215,376",418.3,485.4,0.93,372,41.3,173.4,"7,036",34.1,184,49.5,86.4,79.2
LGA36720,Local Government Area (LGA),Sunshine Coast,2019,Males,"1,278","159,628",800.4,562.1,0.91,436,34.1,217.3,"6,284",43.0,215,49.4,113.9,80.8
LGA47910,Local Government Area (LGA),Tumby Bay,2019,Females,10,"1,381",717.7,,,2,,,19,15.0,1,,,81.0
LGA54130,Local Government Area (LGA),Jerramungup,2021,Females,0,553,,,,,,,,,,,,
SA340302,Statistical Area Level 3 (SA3),Marion,2020,Persons,759,"96,853",783.7,507.9,1.03,220,29.0,201.1,"3,519",39.6,101,45.9,93.4,85.1
SA331601,Statistical Area Level 3 (SA3),Buderim,2021,Males,189,"28,371",666.2,463.5,0.78,56,29.6,188.0,"1,106",42.7,30,53.6,102.6,82.6
SA351001,Statistical Area Level 3 (SA3),Kimberley,2020,Persons,216,"38,174",565.8,928.1,1.89,167,77.3,497.6,"4,258",113.6,88,52.7,262.5,59.4
SA351104,Statistical Area Level 3 (SA3),Mid West,2021,Persons,410,"57,263",716.0,545.2,1.08,185,45.1,268.8,"3,187",60.2,99,53.5,153.3,76.4
SA888888,Statistical Area Level 3 (SA3),Unknown/missing,2020,Males,355,,,,,,,,,,,,,
SA380105,Statistical Area Level 3 (SA3),North Canberra,2020,Females,133,"30,633",434.2,372.8,0.91,26,19.5,96.1,542,18.8,18,69.2,,85.8
SA321402,Statistical Area Level 3 (SA3),Mornington Peninsula,2020,Persons,"1,482","170,186",870.8,443.5,0.9,390,26.3,169.1,"5,427",36.2,199,51.0,93.2,83.9
SA340107,Statistical Area Level 3 (SA3),Unley,2020,Males,165,"18,577",888.2,575.5,0.99,34,20.6,157.8,506,29.7,15,44.1,,86.1
LGA32810,Local Government Area (LGA),Douglas,2020,Persons,79,"12,369",642.4,500.8,1.02,45,57.0,267.8,668,58.1,27,60.0,176.8,66.4
SA4311,Statistical Area Level 4 (SA4),Logan - Beaudesert,2021,Persons,"2,029","365,586",555.0,577.2,1.14,873,43.0,233.3,"14,898",43.0,461,52.8,124.7,77.5
LGA43710,Local Government Area (LGA),Lower Eyre Peninsula,2020,Females,15,"2,937",517.4,,,5,31.6,,81,30.8,3,,,84.2
LGA30370,Local Government Area (LGA),Banana,2022,Males,59,"7,622",774.1,642.9,0.99,29,49.2,313.4,411,57.9,18,62.1,,75.2
LGA11520,Local Government Area (LGA),Canada Bay,2023,Females,287,"46,926",611.0,356.4,0.83,58,20.3,108.6,881,20.6,23,40.0,45.0,87.2
LGA21830,Local Government Area (LGA),Corangamite,2021,Females,101,"7,947",1271.4,576.2,1.35,26,25.7,219.7,307,44.2,12,46.1,,85.4
SA321704,Statistical Area Level 3 (SA3),Warrnambool,2019,Females,195,"26,592",733.3,421.7,0.96,51,26.2,162.2,810,33.6,23,45.1,73.9,85.4
SA330202,Statistical Area Level 3 (SA3),Chermside,2022,Females,299,"39,128",764.2,421.6,0.91,53,17.7,140.5,"1,064",30.2,27,50.9,74.6,87.2
SA4511,Statistical Area Level 4 (SA4),Western Australia - Outback (South),2022,Females,334,"59,764",558.9,474.7,1.03,145,43.4,222.7,"2,806",50.3,74,51.0,117.9,78.4
SA311501,Statistical Area Level 3 (SA3),Baulkham Hills,2022,Females,538,"78,860",682.2,402.4,0.87,101,18.8,104.9,"1,158",16.1,42,41.6,44.8,87.2
LGA18200,Local Government Area (LGA),Wentworth,2021,Persons,72,"7,483",964.9,695.1,1.37,28,39.2,301.4,461,67.0,18,64.6,,79.5
